node_id,parent_id,depth,node_type,area,level_band,title,sort_order,description
area_optimization_cluster_constrained_optimization_skill_02_use_lagrange_multipliers,area_optimization_cluster_constrained_optimization,3,atomic_skill,Optimization,undergraduate_core,Use Lagrange multipliers,2,
area_optimization_cluster_constrained_optimization_skill_03_use_karush_kuhn_tucker_conditions,area_optimization_cluster_constrained_optimization,3,atomic_skill,Optimization,undergraduate_core,Use Karush-Kuhn-Tucker conditions,3,
area_optimization_cluster_constrained_optimization_skill_04_solve_basic_linear_programming_problems,area_optimization_cluster_constrained_optimization,3,atomic_skill,Optimization,undergraduate_core,Solve basic linear programming problems,4,
area_optimization_cluster_constrained_optimization_skill_05_understand_convex_sets,area_optimization_cluster_constrained_optimization,3,atomic_skill,Optimization,undergraduate_core,Understand convex sets,5,
area_optimization_cluster_constrained_optimization_skill_06_recognize_convex_functions,area_optimization_cluster_constrained_optimization,3,atomic_skill,Optimization,undergraduate_core,Recognize convex functions,6,
area_abstract_algebra,math_from_algebra_to_university,1,area,Abstract Algebra,advanced_undergraduate,Abstract Algebra,14,
area_abstract_algebra_cluster_groups,area_abstract_algebra,2,skill_cluster,Abstract Algebra,advanced_undergraduate,Groups,1,
area_abstract_algebra_cluster_groups_skill_01_verify_group_axioms,area_abstract_algebra_cluster_groups,3,atomic_skill,Abstract Algebra,advanced_undergraduate,Verify group axioms,1,
area_abstract_algebra_cluster_groups_skill_02_work_with_subgroups,area_abstract_algebra_cluster_groups,3,atomic_skill,Abstract Algebra,advanced_undergraduate,Work with subgroups,2,
area_abstract_algebra_cluster_groups_skill_03_compute_cyclic_subgroups,area_abstract_algebra_cluster_groups,3,atomic_skill,Abstract Algebra,advanced_undergraduate,Compute cyclic subgroups,3,
area_abstract_algebra_cluster_groups_skill_04_use_cosets,area_abstract_algebra_cluster_groups,3,atomic_skill,Abstract Algebra,advanced_undergraduate,Use cosets,4,
area_abstract_algebra_cluster_groups_skill_05_apply_lagrange_theorem,area_abstract_algebra_cluster_groups,3,atomic_skill,Abstract Algebra,advanced_undergraduate,Apply Lagrange theorem,5,
area_abstract_algebra_cluster_groups_skill_06_use_group_homomorphisms,area_abstract_algebra_cluster_groups,3,atomic_skill,Abstract Algebra,advanced_undergraduate,Use group homomorphisms,6,
area_abstract_algebra_cluster_groups_skill_07_understand_quotient_groups,area_abstract_algebra_cluster_groups,3,atomic_skill,Abstract Algebra,advanced_undergraduate,Understand quotient groups,7,
area_abstract_algebra_cluster_rings_and_fields,area_abstract_algebra,2,skill_cluster,Abstract Algebra,advanced_undergraduate,Rings and fields,2,
area_abstract_algebra_cluster_rings_and_fields_skill_01_verify_ring_axioms,area_abstract_algebra_cluster_rings_and_fields,3,atomic_skill,Abstract Algebra,advanced_undergraduate,Verify ring axioms,1,
area_abstract_algebra_cluster_rings_and_fields_skill_02_work_with_ideals,area_abstract_algebra_cluster_rings_and_fields,3,atomic_skill,Abstract Algebra,advanced_undergraduate,Work with ideals,2,
area_abstract_algebra_cluster_rings_and_fields_skill_03_use_quotient_rings,area_abstract_algebra_cluster_rings_and_fields,3,atomic_skill,Abstract Algebra,advanced_undergraduate,Use quotient rings,3,
area_abstract_algebra_cluster_rings_and_fields_skill_04_work_with_polynomial_rings,area_abstract_algebra_cluster_rings_and_fields,3,atomic_skill,Abstract Algebra,advanced_undergraduate,Work with polynomial rings,4,
area_abstract_algebra_cluster_rings_and_fields_skill_05_understand_field_extensions,area_abstract_algebra_cluster_rings_and_fields,3,atomic_skill,Abstract Algebra,advanced_undergraduate,Understand field extensions,5,
area_abstract_algebra_cluster_rings_and_fields_skill_06_use_finite_fields,area_abstract_algebra_cluster_rings_and_fields,3,atomic_skill,Abstract Algebra,advanced_undergraduate,Use finite fields,6,
area_abstract_algebra_cluster_advanced_algebraic_structures,area_abstract_algebra,2,skill_cluster,Abstract Algebra,advanced_undergraduate,Advanced algebraic structures,3,
area_abstract_algebra_cluster_advanced_algebraic_structures_skill_01_understand_modules,area_abstract_algebra_cluster_advanced_algebraic_structures,3,atomic_skill,Abstract Algebra,advanced_undergraduate,Understand modules,1,
area_abstract_algebra_cluster_advanced_algebraic_structures_skill_02_use_vector_spaces_as_modules_over_fields,area_abstract_algebra_cluster_advanced_algebraic_structures,3,atomic_skill,Abstract Algebra,advanced_undergraduate,Use vector spaces as modules over fields,2,
area_abstract_algebra_cluster_advanced_algebraic_structures_skill_03_work_with_group_actions,area_abstract_algebra_cluster_advanced_algebraic_structures,3,atomic_skill,Abstract Algebra,advanced_undergraduate,Work with group actions,3,
area_abstract_algebra_cluster_advanced_algebraic_structures_skill_04_use_isomorphism_theorems,area_abstract_algebra_cluster_advanced_algebraic_structures,3,atomic_skill,Abstract Algebra,advanced_undergraduate,Use isomorphism theorems,4,
area_real_analysis,math_from_algebra_to_university,1,area,Real Analysis,advanced_undergraduate,Real Analysis,15,
area_real_analysis_cluster_sequences_and_limits,area_real_analysis,2,skill_cluster,Real Analysis,advanced_undergraduate,Sequences and limits,1,
area_real_analysis_cluster_sequences_and_limits_skill_01_use_epsilon_definitions_for_sequences,area_real_analysis_cluster_sequences_and_limits,3,atomic_skill,Real Analysis,advanced_undergraduate,Use epsilon definitions for sequences,1,
area_real_analysis_cluster_sequences_and_limits_skill_02_prove_sequence_convergence,area_real_analysis_cluster_sequences_and_limits,3,atomic_skill,Real Analysis,advanced_undergraduate,Prove sequence convergence,2,
area_real_analysis_cluster_sequences_and_limits_skill_03_use_monotone_convergence_theorem,area_real_analysis_cluster_sequences_and_limits,3,atomic_skill,Real Analysis,advanced_undergraduate,Use monotone convergence theorem,3,
area_real_analysis_cluster_sequences_and_limits_skill_04_use_cauchy_criterion,area_real_analysis_cluster_sequences_and_limits,3,atomic_skill,Real Analysis,advanced_undergraduate,Use Cauchy criterion,4,
area_real_analysis_cluster_sequences_and_limits_skill_05_analyze_subsequences,area_real_analysis_cluster_sequences_and_limits,3,atomic_skill,Real Analysis,advanced_undergraduate,Analyze subsequences,5,
area_real_analysis_cluster_continuity_and_differentiability,area_real_analysis,2,skill_cluster,Real Analysis,advanced_undergraduate,Continuity and differentiability,2,
area_real_analysis_cluster_continuity_and_differentiability_skill_01_use_epsilon_delta_definition_of_limit,area_real_analysis_cluster_continuity_and_differentiability,3,atomic_skill,Real Analysis,advanced_undergraduate,Use epsilon-delta definition of limit,1,
area_real_analysis_cluster_continuity_and_differentiability_skill_02_prove_continuity,area_real_analysis_cluster_continuity_and_differentiability,3,atomic_skill,Real Analysis,advanced_undergraduate,Prove continuity,2,
area_real_analysis_cluster_continuity_and_differentiability_skill_03_use_uniform_continuity,area_real_analysis_cluster_continuity_and_differentiability,3,atomic_skill,Real Analysis,advanced_undergraduate,Use uniform continuity,3,
area_real_analysis_cluster_continuity_and_differentiability_skill_04_apply_mean_value_theorem,area_real_analysis_cluster_continuity_and_differentiability,3,atomic_skill,Real Analysis,advanced_undergraduate,Apply mean value theorem,4,
area_real_analysis_cluster_continuity_and_differentiability_skill_05_analyze_differentiability_rigorously,area_real_analysis_cluster_continuity_and_differentiability,3,atomic_skill,Real Analysis,advanced_undergraduate,Analyze differentiability rigorously,5,
area_real_analysis_cluster_series_and_integration,area_real_analysis,2,skill_cluster,Real Analysis,advanced_undergraduate,Series and integration,3,
area_real_analysis_cluster_series_and_integration_skill_01_prove_series_convergence,area_real_analysis_cluster_series_and_integration,3,atomic_skill,Real Analysis,advanced_undergraduate,Prove series convergence,1,
area_real_analysis_cluster_series_and_integration_skill_02_use_uniform_convergence,area_real_analysis_cluster_series_and_integration,3,atomic_skill,Real Analysis,advanced_undergraduate,Use uniform convergence,2,
area_real_analysis_cluster_series_and_integration_skill_03_work_with_power_series_rigorously,area_real_analysis_cluster_series_and_integration,3,atomic_skill,Real Analysis,advanced_undergraduate,Work with power series rigorously,3,
area_real_analysis_cluster_series_and_integration_skill_04_define_riemann_integrability,area_real_analysis_cluster_series_and_integration,3,atomic_skill,Real Analysis,advanced_undergraduate,Define Riemann integrability,4,
area_real_analysis_cluster_series_and_integration_skill_05_use_fundamental_theorem_rigorously,area_real_analysis_cluster_series_and_integration,3,atomic_skill,Real Analysis,advanced_undergraduate,Use fundamental theorem rigorously,5,
area_complex_analysis,math_from_algebra_to_university,1,area,Complex Analysis,advanced_undergraduate,Complex Analysis,16,
area_complex_analysis_cluster_complex_functions,area_complex_analysis,2,skill_cluster,Complex Analysis,advanced_undergraduate,Complex functions,1,
area_complex_analysis_cluster_complex_functions_skill_01_use_complex_arithmetic,area_complex_analysis_cluster_complex_functions,3,atomic_skill,Complex Analysis,advanced_undergraduate,Use complex arithmetic,1,
area_complex_analysis_cluster_complex_functions_skill_02_analyze_complex_differentiability,area_complex_analysis_cluster_complex_functions,3,atomic_skill,Complex Analysis,advanced_undergraduate,Analyze complex differentiability,2,
area_complex_analysis_cluster_complex_functions_skill_03_use_cauchy_riemann_equations,area_complex_analysis_cluster_complex_functions,3,atomic_skill,Complex Analysis,advanced_undergraduate,Use Cauchy-Riemann equations,3,
area_complex_analysis_cluster_complex_functions_skill_04_work_with_complex_exponential,area_complex_analysis_cluster_complex_functions,3,atomic_skill,Complex Analysis,advanced_undergraduate,Work with complex exponential,4,
area_complex_analysis_cluster_complex_functions_skill_05_use_complex_logarithm,area_complex_analysis_cluster_complex_functions,3,atomic_skill,Complex Analysis,advanced_undergraduate,Use complex logarithm,5,
area_complex_analysis_cluster_integration_and_series,area_complex_analysis,2,skill_cluster,Complex Analysis,advanced_undergraduate,Integration and series,2,
area_complex_analysis_cluster_integration_and_series_skill_01_compute_contour_integrals,area_complex_analysis_cluster_integration_and_series,3,atomic_skill,Complex Analysis,advanced_undergraduate,Compute contour integrals,1,
area_complex_analysis_cluster_integration_and_series_skill_02_apply_cauchy_integral_theorem,area_complex_analysis_cluster_integration_and_series,3,atomic_skill,Complex Analysis,advanced_undergraduate,Apply Cauchy integral theorem,2,
area_complex_analysis_cluster_integration_and_series_skill_03_apply_cauchy_integral_formula,area_complex_analysis_cluster_integration_and_series,3,atomic_skill,Complex Analysis,advanced_undergraduate,Apply Cauchy integral formula,3,
area_complex_analysis_cluster_integration_and_series_skill_04_use_laurent_series,area_complex_analysis_cluster_integration_and_series,3,atomic_skill,Complex Analysis,advanced_undergraduate,Use Laurent series,4,
area_complex_analysis_cluster_integration_and_series_skill_05_compute_residues,area_complex_analysis_cluster_integration_and_series,3,atomic_skill,Complex Analysis,advanced_undergraduate,Compute residues,5,
area_complex_analysis_cluster_integration_and_series_skill_06_apply_residue_theorem,area_complex_analysis_cluster_integration_and_series,3,atomic_skill,Complex Analysis,advanced_undergraduate,Apply residue theorem,6,
